Reaction,Target_Nucleus,Target_Z,Target_N,Target_Mass_A,Projectile,Compound_Nucleus,Compound_A,Compound_Z,Neutron_Excess,Isospin_Tz,Reduced_Mass_mu,Coulomb_Barrier_MeV,Gamow_Peak_E0_MeV,Gamow_Window_dE0_MeV,Energy_c.m._MeV,Sommerfeld_eta,Gamow_Factor_Exp_2pi_eta,S_Factor_S_E_keV_b,Cross_Section_sigma_nb,S0_Experimental_keV_b,S0_Exp_Uncertainty,S0_Theoretical_EFT_keV_b,ML_Polynomial_Reg_S0,ML_Cubic_Spline_S0,ML_Power_Law_S0,PCA_Component_1,PCA_Component_2,tSNE_Component_1,tSNE_Component_2,Network_Degree_Centrality
"40Ca(p, gamma)41Sc",40Ca,20,20,40,p,4140Ca,41,21,-1,-0.5,0.9756,5.43,0.0542,0.0193,3.1491,1.7531,1.6449e-05,0.0999,5.2182e+02,0.1,0.02,0.1,0.1078,0.1,0.1104,-0.35,0.0512,23.65,-4.5,0.847
"40Ca(p, gamma)41Sc",40Ca,20,20,40,p,4140Ca,41,21,-1,-0.5,0.9756,5.43,0.0542,0.0193,3.1783,1.7451,1.7305e-05,0.0999,5.4392e+02,0.1,0.02,0.1,0.1078,0.1,0.1104,-0.35,0.0512,23.65,-4.5,0.847
"40Ca(p, gamma)41Sc",40Ca,20,20,40,p,4140Ca,41,21,-1,-0.5,0.9756,5.43,0.0542,0.0193,3.2076,1.7371,1.8196e-05,0.0999,5.6669e+02,0.1,0.02,0.1,0.1078,0.1,0.1104,-0.35,0.0512,23.65,-4.5,0.847
"40Ca(p, gamma)41Sc",40Ca,20,20,40,p,4140Ca,41,21,-1,-0.5,0.9756,5.43,0.0542,0.0193,3.2368,1.7292,1.9116e-05,0.0999,5.8997e+02,0.1,0.02,0.1,0.1078,0.1,0.1104,-0.35,0.0512,23.65,-4.5,0.847
"40Ca(p, gamma)41Sc",40Ca,20,20,40,p,4140Ca,41,21,-1,-0.5,0.9756,5.43,0.0542,0.0193,3.2661,1.7214,2.0073e-05,0.0999,6.1394e+02,0.1,0.02,0.1,0.1078,0.1,0.1104,-0.35,0.0512,23.65,-4.5,0.847
"40Ca(p, gamma)41Sc",40Ca,20,20,40,p,4140Ca,41,21,-1,-0.5,0.9756,5.43,0.0542,0.0193,3.2953,1.7138,2.1060e-05,0.0999,6.3843e+02,0.1,0.02,0.1,0.1078,0.1,0.1104,-0.35,0.0512,23.65,-4.5,0.847
"40Ca(p, gamma)41Sc",40Ca,20,20,40,p,4140Ca,41,21,-1,-0.5,0.9756,5.43,0.0542,0.0193,3.3245,1.7063,2.2083e-05,0.0999,6.6353e+02,0.1,0.02,0.1,0.1078,0.1,0.1104,-0.35,0.0512,23.65,-4.5,0.847
"40Ca(p, gamma)41Sc",40Ca,20,20,40,p,4140Ca,41,21,-1,-0.5,0.9756,5.43,0.0542,0.0193,3.3538,1.6988,2.3144e-05,0.0999,6.8933e+02,0.1,0.02,0.1,0.1078,0.1,0.1104,-0.35,0.0512,23.65,-4.5,0.847
"40Ca(p, gamma)41Sc",40Ca,20,20,40,p,4140Ca,41,21,-1,-0.5,0.9756,5.43,0.0542,0.0193,3.383,1.6914,2.4237e-05,0.0999,7.1567e+02,0.1,0.02,0.1,0.1078,0.1,0.1104,-0.35,0.0512,23.65,-4.5,0.847
"40Ca(p, gamma)41Sc",40Ca,20,20,40,p,4140Ca,41,21,-1,-0.5,0.9756,5.43,0.0542,0.0193,3.4123,1.6842,2.5371e-05,0.0999,7.4271e+02,0.1,0.02,0.1,0.1078,0.1,0.1104,-0.35,0.0512,23.65,-4.5,0.847
"40Ca(p, gamma)41Sc",40Ca,20,20,40,p,4140Ca,41,21,-1,-0.5,0.9756,5.43,0.0542,0.0193,3.4415,1.677,2.6539e-05,0.0999,7.7029e+02,0.1,0.02,0.1,0.1078,0.1,0.1104,-0.35,0.0512,23.65,-4.5,0.847
"40Ca(p, gamma)41Sc",40Ca,20,20,40,p,4140Ca,41,21,-1,-0.5,0.9756,5.43,0.0542,0.0193,3.4708,1.6699,2.7748e-05,0.0999,7.9859e+02,0.1,0.02,0.1,0.1078,0.1,0.1104,-0.35,0.0512,23.65,-4.5,0.847
"40Ca(p, gamma)41Sc",40Ca,20,20,40,p,4140Ca,41,21,-1,-0.5,0.9756,5.43,0.0542,0.0193,3.5,1.6629,2.8992e-05,0.0999,8.2743e+02,0.1,0.02,0.1,0.1078,0.1,0.1104,-0.35,0.0512,23.65,-4.5,0.847
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,0.02,28.6982,4.8956e-79,0.05,1.2239e-69,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,0.0492,18.2973,1.1783e-50,0.05,1.1974e-41,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,0.0785,14.4855,2.9688e-40,0.05,1.8909e-31,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,0.1077,12.3669,1.7937e-34,0.05,8.3272e-26,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,0.137,10.965,1.2001e-30,0.05,4.3797e-22,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,0.1662,9.9553,6.8312e-28,0.05,2.0550e-19,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,0.1955,9.179,8.9693e-26,0.05,2.2938e-17,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,0.2247,8.5618,4.3334e-24,0.05,9.6422e-16,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,0.2539,8.0545,1.0503e-22,0.05,2.0682e-14,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,0.2832,7.6265,1.5463e-21,0.05,2.7299e-13,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,0.3124,7.2613,1.5337e-20,0.05,2.4546e-12,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,0.3417,6.943,1.1332e-19,0.05,1.6580e-11,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,0.3709,6.6641,6.5366e-19,0.05,8.8111e-11,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,0.4002,6.4155,3.1166e-18,0.05,3.8935e-10,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,0.4294,6.1935,1.2572e-17,0.05,1.4637e-09,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,0.4587,5.9925,4.4471e-17,0.05,4.8470e-09,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,0.4879,5.8104,1.3962e-16,0.05,1.4307e-08,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,0.5171,5.6439,3.9729e-16,0.05,3.8411e-08,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,0.5464,5.4905,1.0416e-15,0.05,9.5308e-08,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,0.5756,5.3494,2.5275e-15,0.05,2.1952e-07,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,0.6049,5.2183,5.7624e-15,0.05,4.7625e-07,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,0.6341,5.0967,1.2369e-14,0.05,9.7518e-07,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,0.6634,4.9829,2.5288e-14,0.05,1.9057e-06,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,0.6926,4.8767,4.9276e-14,0.05,3.5568e-06,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,0.7218,4.7771,9.2169e-14,0.05,6.3837e-06,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,0.7511,4.683,1.6648e-13,0.05,1.1081e-05,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,0.7803,4.5945,2.9023e-13,0.05,1.8594e-05,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,0.8096,4.5106,4.9170e-13,0.05,3.0362e-05,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,0.8388,4.4314,8.0879e-13,0.05,4.8202e-05,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,0.8681,4.356,1.2991e-12,0.05,7.4812e-05,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,0.8973,4.2845,2.0354e-12,0.05,1.1340e-04,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,0.9266,4.2162,3.1260e-12,0.05,1.6865e-04,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,0.9558,4.1513,4.6999e-12,0.05,2.4581e-04,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,0.985,4.0893,6.9384e-12,0.05,3.5213e-04,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,1.0143,4.0298,1.0083e-11,0.05,4.9696e-04,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,1.0435,3.973,1.4406e-11,0.05,6.9014e-04,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,1.0728,3.9184,2.0306e-11,0.05,9.4620e-04,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,1.102,3.8661,2.8200e-11,0.05,1.2792e-03,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,1.1313,3.8158,3.8704e-11,0.05,1.7102e-03,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,1.1605,3.7674,5.2430e-11,0.05,2.2584e-03,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,1.1897,3.7209,7.0231e-11,0.05,2.9509e-03,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,1.219,3.6759,9.3174e-11,0.05,3.8208e-03,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,1.2482,3.6327,1.2227e-10,0.05,4.8965e-03,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,1.2775,3.5908,1.5909e-10,0.05,6.2251e-03,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,1.3067,3.5504,2.0500e-10,0.05,7.8420e-03,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,1.336,3.5113,2.6217e-10,0.05,9.8088e-03,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,1.3652,3.4735,3.3235e-10,0.05,1.2169e-02,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,1.3945,3.4368,4.1851e-10,0.05,1.5001e-02,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,1.4237,3.4014,5.2285e-10,0.05,1.8357e-02,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,1.4529,3.3671,6.4881e-10,0.05,2.2321e-02,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,1.4822,3.3336,8.0054e-10,0.05,2.6997e-02,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,1.5114,3.3013,9.8103e-10,0.05,3.2444e-02,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,1.5407,3.2697,1.1961e-09,0.05,3.8803e-02,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,1.5699,3.2392,1.4492e-09,0.05,4.6140e-02,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,1.5992,3.2094,1.7477e-09,0.05,5.4624e-02,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,1.6284,3.1805,2.0957e-09,0.05,6.4328e-02,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,1.6576,3.1523,2.5010e-09,0.05,7.5415e-02,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,1.6869,3.1248,2.9727e-09,0.05,8.8080e-02,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,1.7161,3.0981,3.5156e-09,0.05,1.0239e-01,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,1.7454,3.072,4.1425e-09,0.05,1.1863e-01,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,1.7746,3.0466,4.8587e-09,0.05,1.3684e-01,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,1.8039,3.0218,5.6795e-09,0.05,1.5736e-01,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,1.8331,2.9976,6.6107e-09,0.05,1.8024e-01,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,1.8624,2.9739,7.6709e-09,0.05,2.0586e-01,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,1.8916,2.9509,8.8659e-09,0.05,2.3426e-01,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,1.9208,2.9284,1.0213e-08,0.05,2.6575e-01,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,1.9501,2.9063,1.1733e-08,0.05,3.0072e-01,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,1.9793,2.8848,1.3432e-08,0.05,3.3917e-01,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,2.0086,2.8637,1.5338e-08,0.05,3.8164e-01,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,2.0378,2.8431,1.7456e-08,0.05,4.2813e-01,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,2.0671,2.8229,1.9821e-08,0.05,4.7924e-01,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,2.0963,2.8031,2.2437e-08,0.05,5.3492e-01,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,2.1255,2.7838,2.5333e-08,0.05,5.9567e-01,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,2.1548,2.7648,2.8544e-08,0.05,6.6203e-01,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,2.184,2.7463,3.2071e-08,0.05,7.3389e-01,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,2.2133,2.728,3.5965e-08,0.05,8.1210e-01,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,2.2425,2.7102,4.0226e-08,0.05,8.9648e-01,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,2.2718,2.6927,4.4911e-08,0.05,9.8798e-01,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,2.301,2.6755,5.0018e-08,0.05,1.0863e+00,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,2.3303,2.6587,5.5612e-08,0.05,1.1927e+00,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
"56Fe(p, gamma)57Co",56Fe,26,30,56,p,5756Fe,57,27,3,1.5,0.9825,6.465,0.0647,0.0211,2.3595,2.6422,6.1688e-08,0.05,1.3066e+00,0.05,0.02,0.05,0.0698,0.05,0.0724,-0.0396,0.0474,28.84,-17.85,0.79
